date,symbol,open,high,low,close,volume,log_ret_close,log_ret_vol,volatility,rsi,macd,target_log_ret_close_next_1d
2020-09-06,ETHUSDT,335.04,360.0,316.1,352.8,2017811.14721,0.05174094200682596,-0.3194178349023389,1.1245807949996052,36.079474235814004,,0.0022367256879634143
2020-09-07,ETHUSDT,352.85,358.51,323.0,353.59,1740618.42462,0.0022367256879634143,-0.14777286688513924,0.8904862985299069,36.30480520403061,,-0.04689851855933938
2020-09-08,ETHUSDT,353.59,356.58,325.38,337.39,1400246.82962,-0.04689851855933938,-0.21759193857683762,0.6814966179297017,33.68264434428606,,0.03911925043703737
2020-09-09,ETHUSDT,337.41,359.0,330.51,350.85,879760.56255,0.03911925043703737,-0.4647540244963188,0.4388914290995584,37.70833054342013,,0.047533920985706406
2020-09-10,ETHUSDT,350.85,377.25,349.91,367.93,1134287.61137,0.047533920985706406,0.25411029523868306,0.6093331146205121,42.47988569784794,,0.015373300232695442
2020-09-11,ETHUSDT,367.93,375.27,355.49,373.63,844017.59966,0.015373300232695442,-0.2955867306206448,0.5025461530136539,44.02097215019877,,0.03717216558615946
2020-09-12,ETHUSDT,373.62,388.57,364.73,387.78,766542.31635,0.03717216558615946,-0.0962834430275584,0.49711335986731253,47.76255572682199,,-0.05665795203976063
2020-09-13,ETHUSDT,387.78,390.43,350.0,366.42,989195.69047,-0.05665795203976063,0.2550022750279859,0.7883576855657634,43.08143588112587,,0.02878322272472259
2020-09-14,ETHUSDT,366.43,384.64,355.73,377.12,1042059.62265,0.02878322272472259,0.05206226105342837,0.9406484436622555,45.9397344384272,,-0.0352447499700682
2020-09-15,ETHUSDT,377.12,382.47,362.34,364.06,883856.33005,-0.0352447499700682,-0.16465991324857762,0.8768278989894507,43.09510512196739,,0.0028799888249770216
2020-09-16,ETHUSDT,364.05,373.45,355.0,365.11,841709.98939,0.0028799888249770216,-0.04885900260228762,0.9009514422932389,43.39856094780513,,0.06430568748246898
2020-09-17,ETHUSDT,365.04,394.14,363.3,389.36,1256300.411,0.06430568748246898,0.40049097490221797,1.3525915669755728,50.02669191078993,,-0.01284670333560439
2020-09-18,ETHUSDT,389.35,392.58,375.33,384.39,804194.47219,-0.01284670333560439,-0.4460853783976296,0.849883998007575,48.76627981200226,,0.002234812010630659
2020-09-19,ETHUSDT,384.4,388.72,377.0,385.25,570908.33553,0.002234812010630659,-0.34261245721709077,0.6069933227039308,49.0056991170564,,-0.0375826006930036
2020-09-20,ETHUSDT,385.25,385.45,365.0,371.04,693164.40144,-0.0375826006930036,0.19403853902335197,0.7595460277369199,45.24351598805998,,-0.08630599252586497
2020-09-21,ETHUSDT,371.04,376.8,331.0,340.36,1283946.03098,-0.08630599252586497,0.6164262488493905,1.4752686573439477,38.39075002606566,,0.01124805525029054
2020-09-22,ETHUSDT,340.31,346.91,335.34,344.21,842731.12878,0.01124805525029054,-0.4210454899855892,0.9313298740874325,39.62654281171699,,-0.07068346789739553
2020-09-23,ETHUSDT,344.18,344.65,313.29,320.72,940904.49756,-0.07068346789739553,0.11019368262902887,1.0466198668772837,35.012047459274186,,0.08441749028802611
2020-09-24,ETHUSDT,320.72,353.1,316.67,348.97,1071705.09721,0.08441749028802611,0.1301645638358004,1.1736170972883653,43.52898975057193,-3.0540855496836574,0.00841791841818661
2020-09-25,ETHUSDT,348.97,358.0,337.58,351.92,860643.77924,0.00841791841818661,-0.21932551818619941,0.9705121356848923,44.34917267287489,-2.1654999473184215,0.005667021853450953
2020-09-26,ETHUSDT,351.93,356.4,345.88,353.92,530879.20755,0.005667021853450953,-0.48314617542179095,0.5932555096528537,44.933112847325155,-1.2880310372599393,0.01003649082095064
2020-09-27,ETHUSDT,353.95,362.14,347.24,357.49,569568.55041,0.01003649082095064,0.07034463081710798,0.6405842571675575,46.02188584474758,-0.3603988093176653,-0.0099234773157165
2020-09-28,ETHUSDT,357.58,368.2,351.7,353.96,757758.4304,-0.0099234773157165,0.28548549633728615,0.8695049321762235,45.07291336670891,0.09776280890312705,0.01633661551259001
2020-09-29,ETHUSDT,353.91,360.63,350.45,359.79,585143.16892,0.01633661551259001,-0.2585080909589889,0.7348155829945175,47.01608768689903,0.8347622671208459,0.00011116978416697862
2020-09-30,ETHUSDT,359.78,361.5,351.56,359.83,498943.23226,0.00011116978416697862,-0.1593642242121489,0.6569237541983072,47.029933926185535,1.3364902864622046,-0.019588660249067243
2020-10-01,ETHUSDT,359.83,370.45,345.51,352.85,758349.31959,-0.019588660249067243,0.4186517969987614,1.0889919339025478,44.82842039025047,1.2134071823339099,-0.020761000516938747
